T	Ref-test1a-s1	Ref-test1a-s2	Ref-test1b-s1	Ref-test1b-s2	Ref-test1c-s1	Ref-test1c-s2	Ref-test1d-s1	Ref-test1d-s2	Ref-test1e-s1	Ref-test1e-s2	Ref-test1f-s1	Ref-test1f-s2	Ref-test3-s1	Ref-test3-s2	Ref-test4-s1	Ref-test4-s2	Results-test1a-s1	Results-test1a-s2	Results-test1b-s1	Results-test1b-s2	Results-test1c-s1	Results-test1c-s2	Results-test1d-s1	Results-test1d-s2	Results-test1e-s1	Results-test1e-s2	Results-test1f-s1	Results-test1f-s2	Results-test3-s1	Results-test3-s2	Results-test4-s1	Results-test4-s2
1321.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8258	372.3072	375.77127	372.3113	337.427	312.49	338.879	314.737	338.578	312.326	338.585	312.326	338.481	312.145	338.271	312.492	395.15	366.375	395.19	366.408
1322.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.82635	372.30954	375.7718	372.31366	337.427	312.491	338.879	314.739	338.578	312.327	338.585	312.327	338.481	312.146	338.271	312.493	395.16	366.392	395.2	366.425
1323.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.82693	372.3119	375.77234	372.31598	337.428	312.492	338.88	314.74	338.579	312.328	338.585	312.328	338.482	312.147	338.271	312.494	395.17	366.409	395.21	366.442
1324.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.82748	372.31424	375.7729	372.3183	337.428	312.493	338.88	314.741	338.579	312.329	338.586	312.329	338.482	312.148	338.272	312.495	395.18	366.426	395.22	366.459
1325.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.828	372.31656	375.7734	372.3206	337.429	312.494	338.881	314.742	338.579	312.33	338.586	312.33	338.482	312.149	338.272	312.495	395.19	366.443	395.23	366.476
1326.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.82855	372.31888	375.77396	372.32288	337.429	312.495	338.881	314.744	338.58	312.331	338.587	312.331	338.483	312.15	338.273	312.496	395.2	366.46	395.24	366.493
1327.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8291	372.32117	375.77448	372.32516	337.429	312.496	338.882	314.745	338.58	312.332	338.587	312.332	338.483	312.151	338.273	312.497	395.21	366.477	395.25	366.51
1328.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.82962	372.32346	375.775	372.32742	337.43	312.497	338.882	314.746	338.581	312.333	338.587	312.333	338.484	312.152	338.273	312.498	395.22	366.494	395.26	366.527
1329.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83017	372.32574	375.7755	372.32968	337.43	312.498	338.883	314.747	338.581	312.333	338.588	312.334	338.484	312.153	338.274	312.499	395.23	366.511	395.269	366.544
1330.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8307	372.328	375.77603	372.3319	337.43	312.499	338.883	314.749	338.581	312.334	338.588	312.335	338.484	312.154	338.274	312.5	395.24	366.528	395.279	366.56
1331.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8312	372.33023	375.77655	372.33414	337.431	312.5	338.884	314.75	338.582	312.335	338.588	312.336	338.485	312.155	338.275	312.501	395.249	366.545	395.289	366.577
1332.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83176	372.3325	375.77707	372.33633	337.431	312.501	338.884	314.751	338.582	312.336	338.589	312.336	338.485	312.156	338.275	312.502	395.259	366.561	395.299	366.594
1333.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83228	372.3347	375.7776	372.33856	337.432	312.502	338.885	314.752	338.583	312.337	338.589	312.337	338.486	312.156	338.275	312.503	395.269	366.578	395.309	366.611
1334.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8328	372.3369	375.77808	372.34073	337.432	312.503	338.885	314.753	338.583	312.338	338.59	312.338	338.486	312.157	338.276	312.504	395.279	366.595	395.319	366.628
1335.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83328	372.3391	375.7786	372.34293	337.432	312.504	338.886	314.755	338.583	312.339	338.59	312.339	338.486	312.158	338.276	312.505	395.289	366.612	395.328	366.644
1336.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8338	372.3413	375.77908	372.3451	337.433	312.505	338.886	314.756	338.584	312.34	338.59	312.34	338.487	312.159	338.276	312.506	395.298	366.628	395.338	366.661
1337.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83432	372.34348	375.7796	372.34723	337.433	312.506	338.887	314.757	338.584	312.341	338.591	312.341	338.487	312.16	338.277	312.507	395.308	366.645	395.348	366.678
1338.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8348	372.34564	375.7801	372.34937	337.433	312.507	338.887	314.758	338.585	312.342	338.591	312.342	338.487	312.161	338.277	312.508	395.318	366.662	395.357	366.694
1339.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83533	372.34778	375.78058	372.3515	337.434	312.508	338.888	314.759	338.585	312.343	338.592	312.343	338.488	312.162	338.278	312.509	395.327	366.678	395.367	366.711
1340.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83582	372.3499	375.78107	372.35364	337.434	312.509	338.888	314.761	338.585	312.344	338.592	312.344	338.488	312.163	338.278	312.51	395.337	366.695	395.377	366.727
1341.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8363	372.35205	375.78156	372.35574	337.435	312.51	338.889	314.762	338.586	312.345	338.592	312.345	338.489	312.164	338.278	312.511	395.347	366.711	395.386	366.744
1342.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8368	372.35416	375.78204	372.35782	337.435	312.511	338.889	314.763	338.586	312.345	338.593	312.346	338.489	312.165	338.279	312.512	395.356	366.728	395.396	366.761
1343.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83728	372.35626	375.7825	372.3599	337.435	312.511	338.889	314.764	338.586	312.346	338.593	312.346	338.489	312.166	338.279	312.513	395.366	366.744	395.406	366.777
1344.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83777	372.35837	375.783	372.36197	337.436	312.512	338.89	314.765	338.587	312.347	338.593	312.347	338.49	312.167	338.279	312.514	395.376	366.761	395.415	366.793
1345.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83826	372.36044	375.78345	372.36404	337.436	312.513	338.89	314.766	338.587	312.348	338.594	312.348	338.49	312.168	338.28	312.515	395.385	366.777	395.425	366.81
1346.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.83875	372.36252	375.78394	372.3661	337.436	312.514	338.891	314.768	338.588	312.349	338.594	312.349	338.49	312.168	338.28	312.515	395.395	366.794	395.434	366.826
1347.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8392	372.36456	375.7844	372.36813	337.437	312.515	338.891	314.769	338.588	312.35	338.595	312.35	338.491	312.169	338.281	312.516	395.404	366.81	395.444	366.843
1348.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8397	372.3666	375.78485	372.37015	337.437	312.516	338.892	314.77	338.588	312.351	338.595	312.351	338.491	312.17	338.281	312.517	395.414	366.826	395.453	366.859
1349.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84015	372.36865	375.7853	372.37216	337.438	312.517	338.892	314.771	338.589	312.352	338.595	312.352	338.492	312.171	338.281	312.518	395.423	366.843	395.463	366.875
1350.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84064	372.37067	375.78577	372.37418	337.438	312.518	338.893	314.772	338.589	312.353	338.596	312.353	338.492	312.172	338.282	312.519	395.432	366.859	395.472	366.892
1351.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8411	372.37268	375.78622	372.37616	337.438	312.519	338.893	314.773	338.589	312.353	338.596	312.353	338.492	312.173	338.282	312.52	395.442	366.875	395.481	366.908
1352.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84155	372.3747	375.78668	372.37814	337.439	312.52	338.894	314.775	338.59	312.354	338.596	312.354	338.493	312.174	338.282	312.521	395.451	366.892	395.491	366.924
1353.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.842	372.37668	375.78714	372.38013	337.439	312.521	338.894	314.776	338.59	312.355	338.597	312.355	338.493	312.175	338.283	312.522	395.461	366.908	395.5	366.94
1354.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84247	372.37866	375.7876	372.38208	337.439	312.522	338.895	314.777	338.59	312.356	338.597	312.356	338.493	312.176	338.283	312.523	395.47	366.924	395.509	366.957
1355.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84293	372.38065	375.78802	372.38403	337.44	312.523	338.895	314.778	338.591	312.357	338.597	312.357	338.494	312.177	338.283	312.524	395.479	366.94	395.519	366.973
1356.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84338	372.3826	375.78848	372.38596	337.44	312.523	338.896	314.779	338.591	312.358	338.598	312.358	338.494	312.177	338.284	312.525	395.489	366.956	395.528	366.989
1357.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8438	372.38455	375.7889	372.38788	337.44	312.524	338.896	314.78	338.592	312.359	338.598	312.359	338.494	312.178	338.284	312.525	395.498	366.972	395.537	367.005
1358.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84427	372.38647	375.78934	372.3898	337.441	312.525	338.896	314.782	338.592	312.36	338.598	312.36	338.495	312.179	338.284	312.526	395.507	366.988	395.547	367.021
1359.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8447	372.3884	375.7898	372.3917	337.441	312.526	338.897	314.783	338.592	312.36	338.599	312.36	338.495	312.18	338.285	312.527	395.516	367.004	395.556	367.037
1360.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84515	372.39032	375.79022	372.39362	337.441	312.527	338.897	314.784	338.593	312.361	338.599	312.361	338.495	312.181	338.285	312.528	395.526	367.02	395.565	367.053
1361.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84558	372.3922	375.79065	372.39548	337.442	312.528	338.898	314.785	338.593	312.362	338.6	312.362	338.496	312.182	338.285	312.529	395.535	367.036	395.574	367.069
1362.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.846	372.3941	375.79108	372.39737	337.442	312.529	338.898	314.786	338.593	312.363	338.6	312.363	338.496	312.183	338.286	312.53	395.544	367.052	395.583	367.085
1363.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84647	372.396	375.7915	372.39923	337.442	312.53	338.899	314.787	338.594	312.364	338.6	312.364	338.496	312.184	338.286	312.531	395.553	367.068	395.593	367.101
1364.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8469	372.39786	375.7919	372.4011	337.443	312.531	338.899	314.788	338.594	312.365	338.601	312.365	338.497	312.185	338.287	312.532	395.562	367.084	395.602	367.117
1365.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84732	372.39972	375.79233	372.40292	337.443	312.531	338.9	314.789	338.594	312.366	338.601	312.365	338.497	312.185	338.287	312.533	395.571	367.1	395.611	367.133
1366.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84775	372.40158	375.79276	372.40475	337.443	312.532	338.9	314.791	338.595	312.366	338.601	312.366	338.498	312.186	338.287	312.533	395.581	367.116	395.62	367.149
1367.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84814	372.4034	375.79315	372.4066	337.444	312.533	338.9	314.792	338.595	312.367	338.602	312.367	338.498	312.187	338.288	312.534	395.59	367.132	395.629	367.164
1368.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84857	372.40524	375.79358	372.4084	337.444	312.534	338.901	314.793	338.595	312.368	338.602	312.368	338.498	312.188	338.288	312.535	395.599	367.148	395.638	367.18
1369.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.849	372.40707	375.79398	372.4102	337.444	312.535	338.901	314.794	338.596	312.369	338.602	312.369	338.499	312.189	338.288	312.536	395.608	367.163	395.647	367.196
1370.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8494	372.4089	375.79437	372.412	337.445	312.536	338.902	314.795	338.596	312.37	338.603	312.37	338.499	312.19	338.289	312.537	395.617	367.179	395.656	367.212
1371.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.84982	372.4107	375.7948	372.41376	337.445	312.537	338.902	314.796	338.596	312.371	338.603	312.37	338.499	312.191	338.289	312.538	395.626	367.195	395.665	367.228
1372.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85022	372.41248	375.7952	372.41553	337.445	312.538	338.903	314.797	338.597	312.372	338.603	312.371	338.5	312.191	338.289	312.539	395.635	367.211	395.674	367.243
1373.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85062	372.41428	375.7956	372.4173	337.446	312.538	338.903	314.798	338.597	312.372	338.604	312.372	338.5	312.192	338.29	312.54	395.644	367.226	395.683	367.259
1374.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85104	372.41605	375.796	372.41904	337.446	312.539	338.903	314.799	338.597	312.373	338.604	312.373	338.5	312.193	338.29	312.54	395.652	367.242	395.692	367.275
1375.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85144	372.4178	375.7964	372.4208	337.446	312.54	338.904	314.8	338.598	312.374	338.604	312.374	338.501	312.194	338.29	312.541	395.661	367.257	395.701	367.29
1376.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85184	372.41956	375.79675	372.42252	337.447	312.541	338.904	314.802	338.598	312.375	338.605	312.375	338.501	312.195	338.291	312.542	395.67	367.273	395.71	367.306
1377.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85223	372.4213	375.79715	372.42426	337.447	312.542	338.905	314.803	338.598	312.376	338.605	312.375	338.501	312.196	338.291	312.543	395.679	367.289	395.718	367.321
1378.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85263	372.42303	375.79755	372.42596	337.447	312.543	338.905	314.804	338.599	312.376	338.605	312.376	338.502	312.196	338.291	312.544	395.688	367.304	395.727	367.337
1379.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85303	372.42474	375.7979	372.42767	337.448	312.544	338.906	314.805	338.599	312.377	338.606	312.377	338.502	312.197	338.291	312.545	395.697	367.32	395.736	367.352
1380.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8534	372.42645	375.7983	372.42935	337.448	312.544	338.906	314.806	338.599	312.378	338.606	312.378	338.502	312.198	338.292	312.546	395.706	367.335	395.745	367.368
1381.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8538	372.42816	375.79868	372.43106	337.448	312.545	338.906	314.807	338.6	312.379	338.606	312.379	338.503	312.199	338.292	312.546	395.714	367.351	395.754	367.383
1382.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8542	372.42984	375.79904	372.4327	337.449	312.546	338.907	314.808	338.6	312.38	338.607	312.379	338.503	312.2	338.292	312.547	395.723	367.366	395.762	367.399
1383.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85455	372.43155	375.79944	372.4344	337.449	312.547	338.907	314.809	338.6	312.381	338.607	312.38	338.503	312.201	338.293	312.548	395.732	367.381	395.771	367.414
1384.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85495	372.43323	375.7998	372.43604	337.449	312.548	338.908	314.81	338.601	312.381	338.607	312.381	338.503	312.201	338.293	312.549	395.741	367.397	395.78	367.429
1385.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85532	372.43488	375.80017	372.43768	337.45	312.549	338.908	314.811	338.601	312.382	338.608	312.382	338.504	312.202	338.293	312.55	395.749	367.412	395.789	367.445
1386.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85568	372.43652	375.80054	372.43933	337.45	312.549	338.908	314.812	338.601	312.383	338.608	312.383	338.504	312.203	338.294	312.551	395.758	367.427	395.797	367.46
1387.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85605	372.43817	375.8009	372.44095	337.45	312.55	338.909	314.813	338.602	312.384	338.608	312.383	338.504	312.204	338.294	312.551	395.767	367.443	395.806	367.475
1388.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8564	372.43982	375.80127	372.44257	337.451	312.551	338.909	314.814	338.602	312.385	338.609	312.384	338.505	312.205	338.294	312.552	395.775	367.458	395.815	367.491
1389.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8568	372.44144	375.80164	372.44418	337.451	312.552	338.91	314.815	338.602	312.385	338.609	312.385	338.505	312.206	338.295	312.553	395.784	367.473	395.823	367.506
1390.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85718	372.44305	375.80197	372.4458	337.451	312.553	338.91	314.816	338.603	312.386	338.609	312.386	338.505	312.206	338.295	312.554	395.793	367.488	395.832	367.521
1391.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8575	372.44467	375.80234	372.4474	337.452	312.554	338.91	314.818	338.603	312.387	338.609	312.387	338.506	312.207	338.295	312.555	395.801	367.504	395.84	367.536
1392.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85788	372.4463	375.8027	372.44897	337.452	312.554	338.911	314.819	338.603	312.388	338.61	312.387	338.506	312.208	338.296	312.556	395.81	367.519	395.849	367.551
1393.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85825	372.44788	375.80304	372.45053	337.452	312.555	338.911	314.82	338.604	312.389	338.61	312.388	338.506	312.209	338.296	312.556	395.818	367.534	395.857	367.567
1394.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8586	372.44946	375.8034	372.45212	337.453	312.556	338.912	314.821	338.604	312.389	338.61	312.389	338.507	312.21	338.296	312.557	395.827	367.549	395.866	367.582
1395.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85895	372.45102	375.80374	372.45367	337.453	312.557	338.912	314.822	338.604	312.39	338.611	312.39	338.507	312.21	338.297	312.558	395.835	367.564	395.874	367.597
1396.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8593	372.4526	375.80408	372.45523	337.453	312.558	338.912	314.823	338.604	312.391	338.611	312.39	338.507	312.211	338.297	312.559	395.844	367.579	395.883	367.612
1397.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.85965	372.45416	375.80444	372.45676	337.453	312.559	338.913	314.824	338.605	312.392	338.611	312.391	338.508	312.212	338.297	312.56	395.852	367.594	395.891	367.627
1398.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86002	372.45572	375.80478	372.45828	337.454	312.559	338.913	314.825	338.605	312.393	338.612	312.392	338.508	312.213	338.297	312.56	395.861	367.609	395.9	367.642
1399.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86035	372.45724	375.8051	372.4598	337.454	312.56	338.914	314.826	338.605	312.393	338.612	312.393	338.508	312.214	338.298	312.561	395.869	367.624	395.908	367.657
1400.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8607	372.45877	375.80545	372.46133	337.454	312.561	338.914	314.827	338.606	312.394	338.612	312.394	338.508	312.214	338.298	312.562	395.877	367.639	395.917	367.672
1401.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86105	372.4603	375.8058	372.46283	337.455	312.562	338.914	314.828	338.606	312.395	338.613	312.394	338.509	312.215	338.298	312.563	395.886	367.654	395.925	367.687
1402.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8614	372.46182	375.80612	372.46432	337.455	312.563	338.915	314.829	338.606	312.396	338.613	312.395	338.509	312.216	338.299	312.564	395.894	367.669	395.933	367.702
1403.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86172	372.46332	375.80643	372.46582	337.455	312.563	338.915	314.83	338.607	312.396	338.613	312.396	338.509	312.217	338.299	312.564	395.903	367.684	395.942	367.717
1404.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86206	372.4648	375.80676	372.4673	337.456	312.564	338.916	314.831	338.607	312.397	338.613	312.397	338.51	312.218	338.299	312.565	395.911	367.699	395.95	367.731
1405.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8624	372.4663	375.8071	372.46878	337.456	312.565	338.916	314.832	338.607	312.398	338.614	312.397	338.51	312.218	338.3	312.566	395.919	367.713	395.958	367.746
1406.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8627	372.46777	375.80743	372.47025	337.456	312.566	338.916	314.833	338.607	312.399	338.614	312.398	338.51	312.219	338.3	312.567	395.928	367.728	395.967	367.761
1407.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86304	372.46927	375.80774	372.47168	337.456	312.567	338.917	314.834	338.608	312.399	338.614	312.399	338.511	312.22	338.3	312.568	395.936	367.743	395.975	367.776
1408.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86337	372.47073	375.80807	372.47314	337.457	312.567	338.917	314.835	338.608	312.4	338.615	312.4	338.511	312.221	338.3	312.568	395.944	367.758	395.983	367.791
1409.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8637	372.47217	375.80838	372.47458	337.457	312.568	338.918	314.836	338.608	312.401	338.615	312.4	338.511	312.221	338.301	312.569	395.952	367.772	395.991	367.805
1410.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.864	372.47363	375.8087	372.476	337.457	312.569	338.918	314.837	338.609	312.402	338.615	312.401	338.511	312.222	338.301	312.57	395.96	367.787	396	367.82
1411.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86435	372.47507	375.80902	372.47742	337.458	312.57	338.918	314.838	338.609	312.402	338.616	312.402	338.512	312.223	338.301	312.571	395.969	367.802	396.008	367.835
