T	Ref-test1a-s1	Ref-test1a-s2	Ref-test1b-s1	Ref-test1b-s2	Ref-test1c-s1	Ref-test1c-s2	Ref-test1d-s1	Ref-test1d-s2	Ref-test1e-s1	Ref-test1e-s2	Ref-test1f-s1	Ref-test1f-s2	Ref-test3-s1	Ref-test3-s2	Ref-test4-s1	Ref-test4-s2	Results-test1a-s1	Results-test1a-s2	Results-test1b-s1	Results-test1b-s2	Results-test1c-s1	Results-test1c-s2	Results-test1d-s1	Results-test1d-s2	Results-test1e-s1	Results-test1e-s2	Results-test1f-s1	Results-test1f-s2	Results-test3-s1	Results-test3-s2	Results-test4-s1	Results-test4-s2
490.0	322.72696	310.36212	319.27585	310.4258	323.72916	310.41125	323.83475	310.42126	322.7281	310.4118	322.7281	310.36407	365.34183	348.70874	365.33508	348.72934	334.991	309.723	336.03	311.376	336.089	309.638	336.101	309.662	336.01	309.429	335.82	309.724	370.047	337.515	370.081	337.523
491.0	322.72733	310.36285	319.27594	310.42606	323.7297	310.41223	323.8353	310.42227	322.72845	310.4128	322.72845	310.3648	365.39334	348.79642	365.3865	348.81708	335.002	309.731	336.042	311.386	336.1	309.646	336.112	309.67	336.021	309.437	335.831	309.732	370.115	337.573	370.148	337.581
492.0	322.7277	310.36362	319.27603	310.4263	323.73026	310.4132	323.83585	310.42328	322.7288	310.41382	322.7288	310.36554	365.44464	348.88385	365.43774	348.90463	335.013	309.739	336.054	311.395	336.112	309.654	336.123	309.678	336.032	309.445	335.842	309.74	370.183	337.63	370.216	337.639
493.0	322.72806	310.36435	319.27612	310.42654	323.73077	310.41418	323.8364	310.42426	322.72916	310.4148	322.72916	310.36627	365.4957	348.9711	365.48874	348.99194	335.024	309.747	336.066	311.404	336.123	309.661	336.134	309.685	336.044	309.452	335.853	309.748	370.25	337.688	370.284	337.697
494.0	322.72842	310.36508	319.2762	310.4268	323.7313	310.41513	323.83694	310.42523	322.7295	310.41577	322.7295	310.36697	365.54657	349.0581	365.53952	349.07904	335.035	309.755	336.078	311.414	336.134	309.669	336.146	309.693	336.055	309.46	335.864	309.756	370.318	337.746	370.351	337.754
495.0	322.72876	310.36578	319.27628	310.42703	323.7318	310.41608	323.83746	310.4262	322.72983	310.41675	322.72983	310.36768	365.59723	349.1449	365.5901	349.16592	335.046	309.762	336.09	311.423	336.145	309.677	336.157	309.7	336.066	309.467	335.875	309.763	370.385	337.804	370.419	337.812
496.0	322.7291	310.3665	319.27637	310.42728	323.7323	310.41702	323.83798	310.42715	322.73016	310.4177	322.73016	310.36835	365.64767	349.23148	365.64044	349.25256	335.056	309.77	336.102	311.432	336.156	309.684	336.168	309.708	336.076	309.475	335.886	309.771	370.452	337.861	370.486	337.87
497.0	322.72946	310.3672	319.27646	310.42752	323.73282	310.41794	323.8385	310.4281	322.7305	310.41864	322.7305	310.36905	365.69788	349.31784	365.69058	349.33902	335.067	309.778	336.114	311.441	336.167	309.692	336.178	309.715	336.087	309.483	335.896	309.779	370.519	337.919	370.553	337.927
498.0	322.7298	310.3679	319.27655	310.42773	323.7333	310.41885	323.83902	310.42905	322.7308	310.41956	322.7308	310.36972	365.7479	349.40396	365.7405	349.42523	335.078	309.786	336.126	311.45	336.178	309.699	336.189	309.723	336.098	309.49	335.907	309.787	370.586	337.976	370.619	337.985
499.0	322.7301	310.36856	319.2766	310.42798	323.7338	310.41977	323.8395	310.42996	322.73114	310.4205	322.73114	310.3704	365.7977	349.4899	365.79022	349.5112	335.088	309.793	336.137	311.459	336.189	309.707	336.2	309.73	336.109	309.498	335.918	309.794	370.652	338.034	370.686	338.043
500.0	322.73044	310.36923	319.2767	310.4282	323.73425	310.42065	323.84	310.43088	322.73145	310.4214	322.73145	310.37103	365.84732	349.5756	365.83975	349.597	335.099	309.801	336.149	311.468	336.2	309.714	336.211	309.738	336.12	309.505	335.928	309.802	370.719	338.091	370.753	338.1
501.0	322.73077	310.3699	319.2768	310.4284	323.73474	310.42154	323.84048	310.4318	322.73175	310.4223	322.73175	310.37167	365.8967	349.66104	365.88907	349.68253	335.109	309.809	336.161	311.478	336.21	309.722	336.222	309.745	336.13	309.513	335.939	309.81	370.785	338.148	370.819	338.157
502.0	322.73108	310.37057	319.27686	310.42862	323.7352	310.4224	323.84097	310.43268	322.73206	310.4232	322.73206	310.3723	365.94586	349.7463	365.93814	349.76785	335.12	309.816	336.172	311.487	336.221	309.729	336.232	309.753	336.141	309.52	335.949	309.817	370.851	338.206	370.885	338.215
503.0	322.73138	310.37122	319.27695	310.42883	323.73566	310.42328	323.84146	310.43356	322.73236	310.42407	322.73236	310.37296	365.99484	349.83133	365.98703	349.85297	335.13	309.824	336.184	311.496	336.232	309.737	336.243	309.76	336.152	309.528	335.96	309.825	370.917	338.263	370.951	338.272
504.0	322.7317	310.37186	319.277	310.42905	323.7361	310.42413	323.84192	310.43445	322.73267	310.42493	322.73267	310.3736	366.0436	349.91614	366.0357	349.93787	335.14	309.832	336.195	311.505	336.242	309.744	336.253	309.767	336.162	309.535	335.97	309.833	370.983	338.32	371.017	338.329
505.0	322.732	310.3725	319.2771	310.42926	323.73657	310.42496	323.84238	310.4353	322.73294	310.4258	322.73294	310.3742	366.09216	350.00073	366.0842	350.02252	335.151	309.839	336.207	311.514	336.253	309.751	336.264	309.775	336.172	309.543	335.981	309.84	371.049	338.377	371.083	338.386
506.0	322.7323	310.3731	319.27716	310.42944	323.737	310.42578	323.84283	310.43616	322.73325	310.42664	322.73325	310.37482	366.14053	350.0851	366.13248	350.10696	335.161	309.847	336.218	311.523	336.263	309.759	336.274	309.782	336.183	309.55	335.991	309.848	371.114	338.434	371.148	338.443
507.0	322.7326	310.37375	319.27722	310.42966	323.73743	310.4266	323.8433	310.43698	322.73352	310.4275	322.73352	310.37543	366.18866	350.16925	366.1805	350.1912	335.171	309.854	336.229	311.532	336.274	309.766	336.285	309.789	336.193	309.557	336.001	309.855	371.18	338.491	371.214	338.5
508.0	322.73288	310.37436	319.2773	310.42984	323.73785	310.42743	323.84372	310.43784	322.7338	310.4283	322.7338	310.376	366.2366	350.2532	366.2284	350.2752	335.181	309.862	336.24	311.54	336.284	309.774	336.295	309.797	336.204	309.565	336.012	309.863	371.245	338.548	371.279	338.557
509.0	322.7332	310.37494	319.27737	310.43002	323.73828	310.42822	323.84418	310.43866	322.73407	310.42914	322.73407	310.3766	366.28436	350.3369	366.27603	350.35898	335.191	309.869	336.252	311.549	336.294	309.781	336.305	309.804	336.214	309.572	336.022	309.87	371.31	338.604	371.344	338.614
510.0	322.73346	310.37555	319.27744	310.43024	323.7387	310.42902	323.8446	310.43945	322.73434	310.42996	322.73434	310.37717	366.33188	350.42038	366.3235	350.44257	335.201	309.877	336.263	311.558	336.305	309.788	336.316	309.811	336.224	309.579	336.032	309.878	371.375	338.661	371.409	338.67
511.0	322.73373	310.37613	319.2775	310.43042	323.73914	310.4298	323.84503	310.44028	322.73462	310.43076	322.73462	310.37775	366.3792	350.50366	366.37073	350.52588	335.211	309.884	336.274	311.567	336.315	309.796	336.326	309.818	336.234	309.587	336.042	309.885	371.439	338.718	371.474	338.727
512.0	322.734	310.3767	319.27756	310.4306	323.73953	310.43057	323.84546	310.44107	322.7349	310.43155	322.7349	310.37833	366.42636	350.5867	366.4178	350.609	335.221	309.892	336.285	311.576	336.325	309.803	336.336	309.826	336.244	309.594	336.052	309.893	371.504	338.774	371.538	338.784
513.0	322.73428	310.3773	319.27762	310.4308	323.73993	310.43134	323.84586	310.44183	322.73514	310.43234	322.73514	310.37888	366.47327	350.66953	366.46463	350.69193	335.231	309.899	336.296	311.585	336.335	309.81	336.346	309.833	336.254	309.601	336.062	309.9	371.569	338.831	371.603	338.84
514.0	322.73456	310.37784	319.27768	310.43097	323.74033	310.4321	323.84628	310.44263	322.7354	310.4331	322.7354	310.37943	366.52	350.75214	366.51126	350.7746	335.241	309.907	336.307	311.594	336.345	309.817	336.356	309.84	336.264	309.609	336.072	309.908	371.633	338.887	371.667	338.897
515.0	322.7348	310.37842	319.27774	310.43112	323.74072	310.43286	323.84668	310.4434	322.73566	310.43387	322.73566	310.37997	366.56653	350.83453	366.5577	350.85706	335.251	309.914	336.318	311.602	336.355	309.825	336.366	309.847	336.274	309.616	336.082	309.915	371.697	338.944	371.731	338.953
516.0	322.73508	310.37897	319.2778	310.4313	323.74112	310.4336	323.84708	310.44415	322.7359	310.43463	322.7359	310.3805	366.61285	350.9167	366.60394	350.93927	335.26	309.921	336.329	311.611	336.365	309.832	336.376	309.854	336.284	309.623	336.091	309.922	371.761	339	371.795	339.009
517.0	322.73532	310.37952	319.27786	310.4315	323.7415	310.43433	323.84747	310.4449	322.73615	310.43536	322.73615	310.38104	366.659	350.99863	366.65	351.0213	335.27	309.929	336.339	311.62	336.375	309.839	336.386	309.862	336.294	309.63	336.101	309.93	371.825	339.056	371.859	339.066
518.0	322.73557	310.38004	319.27792	310.43164	323.74185	310.43506	323.84787	310.44562	322.7364	310.4361	322.7364	310.38156	366.70493	351.08035	366.69583	351.1031	335.28	309.936	336.35	311.629	336.385	309.846	336.396	309.869	336.304	309.638	336.111	309.937	371.888	339.112	371.923	339.122
519.0	322.73584	310.38058	319.27798	310.4318	323.74222	310.43576	323.84824	310.44635	322.73663	310.43683	322.73663	310.38208	366.75064	351.16187	366.74146	351.18466	335.289	309.943	336.361	311.637	336.395	309.853	336.406	309.876	336.314	309.645	336.121	309.944	371.952	339.168	371.986	339.178
520.0	322.73608	310.3811	319.27805	310.43198	323.74258	310.43646	323.84863	310.44708	322.73688	310.43756	322.73688	310.38257	366.79617	351.24313	366.78693	351.26602	335.299	309.951	336.371	311.646	336.404	309.86	336.416	309.883	336.323	309.652	336.13	309.952	372.015	339.224	372.05	339.234
521.0	322.7363	310.38162	319.2781	310.43213	323.74295	310.43716	323.849	310.44778	322.7371	310.43826	322.7371	310.3831	366.84152	351.32422	366.83215	351.34714	335.308	309.958	336.382	311.655	336.414	309.867	336.425	309.89	336.333	309.659	336.14	309.959	372.079	339.28	372.113	339.29
522.0	322.73654	310.38214	319.27817	310.43228	323.74332	310.43784	323.84937	310.44852	322.73734	310.43896	322.73734	310.38358	366.88666	351.40506	366.87723	351.42807	335.318	309.965	336.393	311.663	336.424	309.875	336.435	309.897	336.343	309.666	336.149	309.966	372.142	339.336	372.176	339.346
523.0	322.7368	310.38263	319.2782	310.43243	323.74365	310.43854	323.84973	310.4492	322.73755	310.43967	322.73755	310.38406	366.9316	351.4857	366.9221	351.50876	335.327	309.972	336.403	311.672	336.433	309.882	336.445	309.904	336.352	309.673	336.159	309.974	372.205	339.392	372.239	339.402
524.0	322.737	310.38315	319.27826	310.4326	323.74402	310.4392	323.8501	310.4499	322.73776	310.44037	322.73776	310.38455	366.97635	351.56607	366.96674	351.58923	335.336	309.98	336.414	311.68	336.443	309.889	336.454	309.911	336.362	309.68	336.168	309.981	372.267	339.448	372.302	339.458
525.0	322.73724	310.38364	319.27832	310.43274	323.74435	310.43988	323.85043	310.45056	322.73798	310.44104	322.73798	310.38504	367.0209	351.64627	367.0112	351.66946	335.346	309.987	336.424	311.689	336.453	309.896	336.464	309.918	336.371	309.687	336.178	309.988	372.33	339.503	372.365	339.513
526.0	322.73746	310.38412	319.27835	310.4329	323.7447	310.44052	323.8508	310.45123	322.73822	310.4417	322.73822	310.3855	367.06528	351.72623	367.05548	351.7495	335.355	309.994	336.434	311.697	336.462	309.903	336.473	309.925	336.381	309.694	336.187	309.995	372.393	339.559	372.427	339.569
527.0	322.7377	310.38458	319.2784	310.43304	323.74503	310.44116	323.85114	310.4519	322.7384	310.44238	322.7384	310.386	367.10947	351.80597	367.09958	351.8293	335.364	310.001	336.445	311.706	336.472	309.91	336.483	309.932	336.39	309.701	336.196	310.002	372.455	339.615	372.49	339.625
528.0	322.7379	310.38507	319.27847	310.43317	323.74536	310.4418	323.85147	310.45258	322.73862	310.44302	322.73862	310.38644	367.15344	351.8855	367.14346	351.9089	335.373	310.008	336.455	311.714	336.481	309.917	336.492	309.939	336.399	309.708	336.206	310.009	372.517	339.67	372.552	339.68
529.0	322.73813	310.38553	319.2785	310.43332	323.74567	310.44244	323.8518	310.45322	322.73883	310.44366	322.73883	310.3869	367.19724	351.9648	367.18716	351.98828	335.382	310.015	336.465	311.723	336.49	309.924	336.501	309.946	336.409	309.715	336.215	310.017	372.579	339.725	372.614	339.736
530.0	322.73834	310.38602	319.27856	310.43344	323.746	310.44308	323.85214	310.45386	322.73904	310.4443	322.73904	310.38733	367.2408	352.04388	367.23065	352.0674	335.392	310.023	336.475	311.731	336.5	309.931	336.511	309.953	336.418	309.722	336.224	310.024	372.641	339.781	372.676	339.791
531.0	322.73853	310.38644	319.2786	310.4336	323.7463	310.4437	323.85248	310.4545	322.73923	310.44495	322.73923	310.3878	367.2842	352.12274	367.274	352.14636	335.401	310.03	336.485	311.74	336.509	309.938	336.52	309.96	336.427	309.729	336.233	310.031	372.703	339.836	372.738	339.847
532.0	322.73874	310.3869	319.27866	310.43372	323.7466	310.4443	323.85278	310.45514	322.73944	310.4456	322.73944	310.3882	367.32745	352.2014	367.3171	352.22507	335.41	310.037	336.496	311.748	336.518	309.944	336.529	309.966	336.436	309.736	336.242	310.038	372.764	339.891	372.799	339.902
533.0	322.73895	310.38736	319.2787	310.43387	323.74692	310.44492	323.85312	310.45575	322.73962	310.4462	322.73962	310.38864	367.37045	352.27982	367.36005	352.30356	335.418	310.044	336.506	311.757	336.527	309.951	336.538	309.973	336.445	309.743	336.251	310.045	372.826	339.946	372.861	339.957
534.0	322.73914	310.3878	319.27875	310.434	323.74722	310.4455	323.85342	310.45636	322.7398	310.4468	322.7398	310.38907	367.4133	352.35803	367.4028	352.3818	335.427	310.051	336.516	311.765	336.536	309.958	336.547	309.98	336.454	309.75	336.26	310.052	372.887	340.002	372.922	340.012
535.0	322.73935	310.3882	319.27878	310.4341	323.74753	310.4461	323.85373	310.45697	322.74002	310.44742	322.74002	310.3895	367.45596	352.43604	367.44534	352.45987	335.436	310.058	336.525	311.773	336.546	309.965	336.556	309.987	336.463	309.757	336.269	310.059	372.948	340.057	372.984	340.067
536.0	322.73953	310.38867	319.2788	310.43423	323.7478	310.4467	323.85403	310.45755	322.7402	310.448	322.7402	310.38992	367.4984	352.5138	367.48773	352.5377	335.445	310.065	336.535	311.782	336.555	309.972	336.565	309.994	336.472	309.764	336.278	310.066	373.009	340.112	373.045	340.122
537.0	322.73972	310.38907	319.27887	310.43436	323.7481	310.44727	323.85434	310.45816	322.7404	310.4486	322.7404	310.39032	367.54068	352.59134	367.5299	352.61533	335.454	310.072	336.545	311.79	336.564	309.979	336.574	310	336.481	309.771	336.287	310.073	373.07	340.166	373.106	340.177
538.0	322.73993	310.3895	319.2789	310.43448	323.74838	310.4478	323.85464	310.45874	322.74057	310.4492	322.74057	310.39075	367.5828	352.66867	367.5719	352.69272	335.463	310.079	336.555	311.798	336.573	309.986	336.583	310.007	336.49	309.778	336.296	310.08	373.131	340.221	373.166	340.232
539.0	322.7401	310.38992	319.27893	310.4346	323.7487	310.4484	323.85492	310.45932	322.74072	310.44977	322.74072	310.39114	367.6247	352.7458	367.6137	352.76987	335.471	310.086	336.565	311.807	336.581	309.992	336.592	310.014	336.499	309.784	336.305	310.087	373.192	340.276	373.227	340.287
540.0	322.7403	310.39032	319.279	310.43472	323.74896	310.44894	323.85522	310.4599	322.7409	310.45032	322.7409	310.39154	367.6664	352.8227	367.65533	352.84683	335.48	310.093	336.575	311.815	336.59	309.999	336.601	310.021	336.508	309.791	336.313	310.094	373.252	340.331	373.287	340.342
541.0	322.74048	310.39072	319.27902	310.43484	323.74924	310.4495	323.8555	310.46045	322.7411	310.4509	322.7411	310.3919	367.70795	352.89935	367.69678	352.92355	335.489	310.1	336.584	311.823	336.599	310.006	336.61	310.027	336.517	309.798	336.322	310.101	373.313	340.385	373.348	340.396
542.0	322.74063	310.3911	319.27905	310.43494	323.7495	310.45004	323.85577	310.461	322.74124	310.45145	322.74124	310.3923	367.7493	352.97583	367.73804	353.0001	335.497	310.107	336.594	311.831	336.608	310.013	336.619	310.034	336.525	309.805	336.331	310.108	373.373	340.44	373.408	340.451
543.0	322.7408	310.3915	319.27908	310.43506	323.74976	310.45056	323.85605	310.46155	322.74142	310.452	322.74142	310.39267	367.79047	353.05206	367.7791	353.0764	335.506	310.114	336.603	311.839	336.617	310.019	336.627	310.041	336.534	309.812	336.339	310.115	373.433	340.494	373.468	340.505
544.0	322.741	310.3919	319.27914	310.43518	323.75003	310.4511	323.85632	310.4621	322.74158	310.45255	322.74158	310.39307	367.83145	353.12808	367.82004	353.15247	335.514	310.12	336.613	311.848	336.625	310.026	336.636	310.047	336.543	309.818	336.348	310.122	373.493	340.549	373.528	340.56
545.0	322.74115	310.39227	319.27917	310.43527	323.7503	310.45163	323.8566	310.46265	322.74176	310.45306	322.74176	310.39343	367.87225	353.2039	367.86075	353.22833	335.523	310.127	336.622	311.856	336.634	310.033	336.645	310.054	336.551	309.825	336.356	310.128	373.552	340.603	373.588	340.614
546.0	322.74133	310.39267	319.2792	310.4354	323.75055	310.45215	323.85687	310.46317	322.7419	310.4536	322.7419	310.3938	367.91287	353.27948	367.90128	353.30396	335.531	310.134	336.632	311.864	336.643	310.039	336.653	310.061	336.56	309.832	336.365	310.135	373.612	340.657	373.648	340.669
547.0	322.7415	310.39304	319.27924	310.4355	323.7508	310.45267	323.85712	310.46368	322.74207	310.45413	322.74207	310.39417	367.9533	353.35486	367.94162	353.3794	335.539	310.141	336.641	311.872	336.651	310.046	336.662	310.067	336.569	309.838	336.373	310.142	373.672	340.712	373.707	340.723
548.0	322.74167	310.3934	319.27927	310.4356	323.75104	310.45316	323.8574	310.4642	322.74222	310.45465	322.74222	310.3945	367.9936	353.43	367.98178	353.4546	335.548	310.148	336.651	311.88	336.66	310.053	336.67	310.074	336.577	309.845	336.382	310.149	373.731	340.766	373.766	340.777
549.0	322.74182	310.39377	319.2793	310.4357	323.75128	310.45367	323.85764	310.46472	322.74237	310.45514	322.74237	310.39487	368.03366	353.50494	368.0218	353.5296	335.556	310.154	336.66	311.888	336.668	310.059	336.679	310.08	336.585	309.852	336.39	310.156	373.79	340.82	373.826	340.831
550.0	322.74197	310.3941	319.27933	310.4358	323.75153	310.45416	323.85788	310.46524	322.74252	310.45566	322.74252	310.3952	368.07358	353.57965	368.06158	353.60437	335.564	310.161	336.669	311.896	336.677	310.066	336.687	310.087	336.594	309.858	336.398	310.162	373.849	340.874	373.885	340.885
551.0	322.74213	310.39447	319.27936	310.43588	323.75177	310.45465	323.85815	310.46573	322.74268	310.45615	322.74268	310.39554	368.1133	353.65417	368.10123	353.67892	335.573	310.168	336.679	311.904	336.685	310.072	336.696	310.094	336.602	309.865	336.407	310.169	373.908	340.928	373.944	340.939
552.0	322.74228	310.3948	319.2794	310.436	323.752	310.4551	323.8584	310.46622	322.74283	310.45667	322.74283	310.3959	368.15286	353.72845	368.1407	353.75327	335.581	310.175	336.688	311.912	336.694	310.079	336.704	310.1	336.611	309.872	336.415	310.176	373.967	340.982	374.003	340.993
553.0	322.74243	310.39517	319.27942	310.4361	323.75226	310.4556	323.85864	310.4667	322.74298	310.45712	322.74298	310.39624	368.19223	353.80252	368.17996	353.8274	335.589	310.181	336.697	311.92	336.702	310.086	336.712	310.107	336.619	309.878	336.423	310.183	374.026	341.036	374.061	341.047
554.0	322.74258	310.3955	319.27945	310.4362	323.75247	310.45605	323.85886	310.4672	322.7431	310.4576	322.7431	310.39655	368.2314	353.87637	368.21906	353.90128	335.597	310.188	336.706	311.928	336.71	310.092	336.721	310.113	336.627	309.885	336.431	310.189	374.084	341.089	374.12	341.101
555.0	322.74274	310.39584	319.27948	310.43628	323.75272	310.45654	323.8591	310.46768	322.74326	310.4581	322.74326	310.39688	368.27045	353.95	368.258	353.97498	335.605	310.195	336.715	311.936	336.718	310.099	336.729	310.12	336.635	309.891	336.44	310.196	374.143	341.143	374.178	341.155
